district_id,state_name,overall_literacy,female_literacy,male_literacy,total_enrollment,govt_enrollment,private_enrollment,school_age_population,primary_pupil_teacher_ratio,upper_primary_pupil_teacher_ratio,total_schools,schools_with_water,schools_with_electricity,schools_with_girls_toilet,schools_with_boys_toilet,schools_with_road_connectivity,pct_sc_population,pct_st_population,dropout_rate_pct,pct_govt_enrollment,pct_private_enrollment,pct_schools_road_connected,pct_schools_electricity,pct_schools_water,pct_schools_girls_toilet,girl_dropout_rate,boy_dropout_rate,dropout_gender_gap,literacy_gender_gap,toilet_gender_gap,total_teachers
356,MAHARASTRA,73.53,62.29,83.99,439669,197954,241715,262257,188,132,3505,3446,2134,3186,3066,3276,13.59,1.27,2.19,45,55,93.5,60.9,98.3,90.9,1.86,2.46,-0.6,21.7,120,21071
366,MAHARASTRA,79.03,70.02,87.42,408064,137032,271032,231868,198,101,2341,2335,1977,2323,2297,2313,19.6,2.34,1.74,33.6,66.4,98.8,84.5,99.7,99.2,1.53,1.91,-0.37,17.4,26,17856
373,MAHARASTRA,76.33,66.67,85.31,222307,113647,108165,149867,112,43,1591,1591,1276,1564,1549,1559,16,2.17,2.53,51.1,48.7,98,80.2,100,98.3,2.26,2.77,-0.52,18.64,15,10228
382,MAHARASTRA,77.72,68.55,86.35,630813,237567,391782,387414,390,170,4437,4430,3886,4376,4350,4404,15.05,1.8,1.46,37.7,62.1,99.3,87.6,99.8,98.6,1.23,1.66,-0.44,17.8,26,28220
380,MAHARASTRA,84.2,76.29,92.09,358224,156291,201121,226616,175,67,3583,3583,3211,3546,3534,3475,10.76,0.99,2.06,43.6,56.1,97,89.6,100,99,1.81,2.28,-0.47,15.8,12,19106
378,MAHARASTRA,82.43,74.55,91.43,189811,102260,86901,113298,59,44,3099,3098,2885,3072,3074,3022,4.15,1.26,2.99,53.9,45.8,97.5,93.1,100,99.1,2.62,3.35,-0.73,16.88,-2,12259
381,MAHARASTRA,86.54,79.73,93.68,86617,45300,41114,51637,20,21,1666,1663,1639,1660,1664,1622,6.54,0.82,4.31,52.3,47.5,97.4,98.4,99.8,99.6,3.76,4.81,-1.04,13.95,-4,6732
365,MAHARASTRA,82.9,74.18,91.33,481862,206600,274822,289670,262,113,3173,3173,2879,3075,3051,3116,13.02,0.78,1.57,42.9,57,98.2,90.7,100,96.9,1.36,1.74,-0.38,17.15,24,21769
379,MAHARASTRA,82.62,74.66,90.4,359536,139551,219554,217977,253,60,2648,2648,2009,2572,2538,2644,12.51,0.65,2.98,38.8,61.1,99.8,75.9,100,97.1,2.63,3.27,-0.64,15.74,34,16435
374,MAHARASTRA,,,,561576,221867,329887,,765,122,2907,2903,2402,2898,2888,2824,,,1.07,39.5,58.7,97.1,82.6,99.9,99.7,0.96,1.16,-0.2,,10,16460
12,ANDHRA PRADESH,62.3,52.56,72.25,311935,207494,102122,207805,285,119,3867,3561,3710,3788,3739,3590,9.46,6.15,1.26,66.5,32.7,92.8,95.9,92.1,98,1.18,1.35,-0.17,19.69,49,16650
14,ANDHRA PRADESH,59.49,50.16,69.04,263412,175986,87426,175612,229,83,3348,3056,2962,3303,3265,3024,10.57,10.05,1.17,66.8,33.2,90.3,88.5,91.3,98.7,1.02,1.31,-0.29,18.88,38,15064
13,ANDHRA PRADESH,67.7,60,75.48,493856,255383,237048,327917,629,178,5202,4960,4030,5050,5016,4531,7.68,14.42,1.11,51.7,48,87.1,77.5,95.3,97.1,1,1.21,-0.21,15.48,34,19466
6,ANDHRA PRADESH,71.35,67.82,74.91,593110,325882,265137,379527,512,253,5986,5903,5709,5950,5890,5738,18.34,4.14,1.16,54.9,44.7,95.9,95.4,98.6,99.4,1.05,1.26,-0.22,7.09,60,32079
15,ANDHRA PRADESH,74.32,71.05,77.63,426586,227900,198024,277382,448,139,4400,4370,4164,4382,4352,4285,20.62,2.77,1.68,53.4,46.4,97.4,94.6,99.3,99.6,1.55,1.82,-0.27,6.58,30,19885
8,ANDHRA PRADESH,74.37,69.62,79.13,463007,188475,270556,311406,462,184,4443,4406,4113,4418,4389,4296,19.28,2.93,1.52,40.7,58.4,96.7,92.6,99.2,99.4,1.34,1.69,-0.35,9.51,29,23972
7,ANDHRA PRADESH,67.99,60.64,75.4,524386,255110,252535,364741,536,200,4739,4735,4549,4711,4665,4504,19.59,5.06,1.38,48.6,48.2,95,96,99.9,99.4,1.25,1.51,-0.26,14.76,46,24723
10,ANDHRA PRADESH,63.53,53.4,73.54,393546,236138,150669,279116,437,136,4311,4239,4034,4275,4224,4148,23.19,4.45,1.88,60,38.3,96.2,93.6,98.3,99.2,1.71,2.04,-0.33,20.14,51,20745
11,ANDHRA PRADESH,69.15,62.3,75.93,318825,191065,126599,223115,372,132,4351,4065,4099,4321,4283,4140,22.49,9.65,1.21,59.9,39.7,95.2,94.2,93.4,99.3,1.03,1.37,-0.35,13.63,38,17869
16,ANDHRA PRADESH,67.88,57.26,78.41,347047,178095,167279,244146,262,113,4486,4234,4153,4461,4402,4245,16.16,2.63,1.75,51.3,48.2,94.6,92.6,94.4,99.4,1.61,1.88,-0.27,21.15,59,17753
9,ANDHRA PRADESH,61.13,50.81,71.36,535571,321140,212036,372891,1070,166,4179,3742,3753,4142,4048,3910,18.21,2.04,1.71,60,39.6,93.6,89.8,89.5,99.1,1.64,1.78,-0.13,20.55,94,23644
4,ANDHRA PRADESH,64.28,54.31,74.09,476337,288415,186576,329609,624,152,5024,4289,4710,4993,4920,4791,14.29,3.78,1.28,60.5,39.2,95.4,93.8,85.4,99.4,1.17,1.37,-0.2,19.78,73,21170
5,ANDHRA PRADESH,72.36,63.65,81.15,463692,277598,185197,321957,652,169,6099,6002,5936,6079,6029,5759,18.83,3.81,1.64,59.9,39.9,94.4,97.3,98.4,99.7,1.4,1.85,-0.44,17.5,50,23880
256,KARNATAKA,73.94,64.74,82.9,309495,190981,118514,,240,37,1847,1847,1806,1824,1808,1753,12.08,6.22,1.1,61.7,38.3,94.9,97.8,100,98.8,0.96,1.24,-0.29,18.16,16,10715
253,KARNATAKA,69.39,58.55,80.16,317068,198979,118089,203219,342,48,1822,1822,1790,1780,1761,1706,16.89,5.14,1.22,62.8,37.2,93.6,98.2,100,97.7,1.07,1.35,-0.28,21.61,19,10068
268,KARNATAKA,65.65,55.87,,463732,251105,212455,272154,562,65,2895,2890,2703,2883,2860,2595,25.28,2.54,1.31,54.1,45.8,89.6,93.4,99.8,99.6,1.17,1.44,-0.27,,23,15480
258,KARNATAKA,71.01,61.66,79.94,295146,135676,159470,168415,296,32,2111,2111,1928,2106,2094,1914,23.47,13.85,1.49,46,54,90.7,91.3,100,99.8,1.4,1.57,-0.18,18.28,12,10653
276,KARNATAKA,60.46,49.56,71.35,321473,226326,95147,211778,442,44,2014,2014,1979,2009,1990,1603,20.79,19.03,1.07,70.4,29.6,79.6,98.3,100,99.8,0.92,1.2,-0.28,21.79,19,10735
273,KARNATAKA,67.28,56.22,78.21,230145,167896,62249,151725,254,21,1313,1313,1220,1306,1284,1176,18.61,11.82,1.3,73,27,89.6,92.9,100,99.5,1.13,1.46,-0.33,21.99,22,7606
267,KARNATAKA,75.18,65.29,84.89,152976,97530,55446,97470,112,21,863,863,858,815,798,824,16.36,5.79,2.24,63.8,36.2,95.5,99.4,100,94.4,1.98,2.49,-0.51,19.6,17,5480
266,KARNATAKA,80.3,73.57,86.83,261323,134854,126469,155729,151,35,1227,1227,1183,1178,1162,1136,9.63,4.74,1.28,51.6,48.4,92.6,96.4,100,96,1.14,1.41,-0.27,13.26,16,9008
281,KARNATAKA,84.03,78.21,89.72,80940,47948,32992,,37,13,1105,1105,1103,1100,1095,962,8.1,2.38,2.75,59.2,40.8,87.1,99.8,100,99.5,2.43,3.06,-0.64,11.51,5,4288
270,KARNATAKA,77.6,70.65,84.22,221045,147867,73178,144551,149,19,1506,1506,1493,1462,1439,1491,13.77,8.85,1.72,66.9,33.1,99,99.1,100,97.1,1.47,1.95,-0.48,13.57,23,8162
257,KARNATAKA,67.85,58.28,77.24,395103,238074,157029,253461,484,73,2025,2024,1956,2012,2000,1806,21.1,18.41,1.19,60.3,39.7,89.2,96.6,100,99.4,1.04,1.33,-0.29,18.96,12,11703
263,KARNATAKA,73.82,66.05,81.37,207234,130437,76797,137222,141,22,2031,2030,2014,2028,2019,1880,23.45,18.23,1.9,62.9,37.1,92.6,99.2,100,99.9,1.6,2.19,-0.59,15.32,9,8660
265,KARNATAKA,76.3,69.39,83.02,258897,134252,124645,158348,151,20,1955,1955,1881,1940,1918,1812,20.18,11.98,1.32,51.9,48.1,92.7,96.2,100,99.2,1.16,1.46,-0.31,13.63,22,10465
278,KARNATAKA,80.5,74.89,86.11,215092,114757,100335,129539,149,30,2340,2340,2262,2333,2331,2110,17.58,3.73,1.79,53.4,46.6,90.2,96.7,100,99.7,1.6,1.97,-0.36,11.22,2,9376
280,KARNATAKA,86.29,81.41,91.69,124424,47127,77297,73055,109,13,973,973,963,970,952,913,6.41,4.49,1.83,37.9,62.1,93.8,99,100,99.7,1.59,2.05,-0.46,10.28,18,4705
262,KARNATAKA,79.24,72.88,85.66,122133,70180,51953,75667,51,17,1751,1751,1736,1745,1743,1621,22.29,3.95,1.63,57.5,42.5,92.6,99.1,100,99.7,1.35,1.89,-0.53,12.78,2,6970
279,KARNATAKA,74.32,66.45,82.05,189213,98232,90981,,97,12,2492,2492,2444,2488,2483,2270,18.92,7.82,1.2,51.9,48.1,91.1,98.1,100,99.8,1.05,1.34,-0.29,15.6,5,8526
272,KARNATAKA,74.33,66.56,81.94,190120,93168,96952,125881,122,23,2218,2217,2160,2126,2010,2095,30.32,5.13,0.87,49,51,94.5,97.4,100,95.9,0.76,0.98,-0.22,15.38,116,8706
255,KARNATAKA,78.29,70.73,85.44,122799,55979,66820,76980,61,5,1376,1376,1364,1373,1371,1314,21.57,5.34,1.31,45.6,54.4,95.5,99.1,100,99.8,1.11,1.5,-0.38,14.71,2,5971
274,KARNATAKA,70.14,62.1,78.14,183031,95106,87925,124847,116,26,2125,2125,2125,2116,2101,2068,14.69,1.24,1.7,52,48,97.3,100,100,99.6,1.38,1.99,-0.62,16.04,15,7936
269,KARNATAKA,75.89,68.3,83.55,184523,102169,82354,117054,89,24,2781,2781,2775,2769,2763,2753,19.42,1.82,1.51,55.4,44.6,99,99.8,100,99.6,1.22,1.79,-0.56,15.25,6,9476
264,KARNATAKA,88.62,84.04,93.31,255389,91643,163746,149387,222,21,1480,1480,1480,1473,1472,1415,7.09,3.94,1.55,35.9,64.1,95.6,100,100,99.5,1.26,1.81,-0.56,9.27,1,7932
271,KARNATAKA,82.52,77.91,87.24,65045,30406,34639,39503,53,9,546,546,535,546,546,534,13.27,10.47,1.42,46.7,53.3,97.8,98,100,100,1.24,1.59,-0.35,9.33,0,2785
275,KARNATAKA,72.56,66.59,78.44,357751,170641,187110,222820,227,39,2628,2628,2574,2616,2585,2542,17.88,11.15,1.23,47.7,52.3,96.7,97.9,100,99.5,1.07,1.38,-0.31,11.85,31,14257
260,KARNATAKA,61.12,54.32,67.88,109686,69376,40310,73751,114,19,971,971,909,967,940,841,25.42,11.78,1.31,63.2,36.8,86.6,93.6,100,99.6,1.12,1.49,-0.37,13.56,27,4194
261,KARNATAKA,70.08,61.55,78.36,150881,76627,74125,99317,92,19,1805,1805,1754,1794,1784,1627,24.9,12.47,1.45,50.8,49.1,90.1,97.2,100,99.4,1.31,1.58,-0.27,16.81,10,6662
277,KARNATAKA,69.2,61.3,76.92,117074,62158,54916,78988,75,15,1585,1584,1584,1580,1578,1495,18.83,2.12,1.91,53.1,46.9,94.3,99.9,99.9,99.7,1.7,2.11,-0.41,15.62,2,5456
139,GOA,88.85,83.74,93.77,107291,21148,86143,55967,57,33,889,889,887,881,885,874,2.15,6.92,2.67,19.7,80.3,98.3,99.8,100,99.1,2.34,2.97,-0.63,10.03,-4,6529
140,GOA,85.53,79.42,91.56,89018,16730,72288,48424,36,24,573,573,571,570,570,559,1.22,14.47,1.48,18.8,81.2,97.6,99.7,100,99.5,1.2,1.73,-0.53,12.14,0,4853
299,LAKSHADWEEP,92.28,88.25,96.11,7576,7576,0,5142,0,0,41,41,41,41,41,33,0,94.8,3.18,100,0,80.5,100,100,100,2.69,3.66,-0.98,7.86,0,888
287,KERALA,89.85,86.13,93.93,178228,65884,98643,109584,35,16,767,757,706,764,763,756,4.08,3.74,2.69,37,55.3,98.6,92,98.7,99.6,2.35,3.02,-0.67,7.8,1,10690
286,KERALA,95.41,93.57,97.54,310592,52394,241954,191532,42,41,1573,1570,1530,1493,1522,1561,3.3,1.64,1.96,16.9,77.9,99.2,97.3,99.8,94.9,1.68,2.22,-0.54,3.97,-29,19595
296,KERALA,89.32,85.94,92.84,110779,42920,65697,66156,21,12,409,406,320,408,408,355,3.99,18.53,3.38,38.7,59.3,86.8,78.2,99.3,99.8,3.08,3.67,-0.58,6.9,0,5705
290,KERALA,95.24,93.16,97.57,384650,83063,276689,240266,67,46,1611,1607,1561,1583,1464,1529,6.45,0.49,3.8,21.6,71.9,94.9,96.9,99.8,98.3,3.37,4.21,-0.84,4.41,119,23387
291,KERALA,93.55,91.55,95.78,662346,182813,450659,410109,157,55,1848,1842,1770,1843,1822,1823,7.5,0.56,2.27,27.6,68,98.6,95.8,99.7,99.7,2.03,2.51,-0.47,4.23,21,30502
292,KERALA,88.49,84.99,92.27,345619,86395,241681,216562,69,45,1249,1245,1173,1221,1176,1196,14.37,1.74,2.45,25,69.9,95.8,93.9,99.7,97.8,2.28,2.61,-0.33,7.28,45,19424
295,KERALA,95.32,93.85,96.98,350368,43583,296265,219260,96,63,1239,1239,1204,1220,1198,1218,10.39,0.3,3.87,12.4,84.6,98.3,97.2,100,98.5,3.41,4.31,-0.89,3.13,22,22013
284,KERALA,95.68,94.27,97.14,358890,42712,302237,219910,110,57,1364,1364,1345,1348,1341,1343,8.18,0.5,2.55,11.9,84.2,98.5,98.6,100,98.8,2.02,3.06,-1.04,2.87,7,23508
285,KERALA,92.2,89.59,94.84,118308,24547,89906,76259,33,4,690,675,590,688,688,625,13.12,5.03,2.91,20.7,76,90.6,85.5,97.8,99.7,2.51,3.29,-0.77,5.25,0,7736
289,KERALA,96.4,95.67,97.17,207552,20422,177569,127406,51,46,1139,1138,1132,1128,1112,1115,7.8,1.11,3.32,9.8,85.6,97.9,99.4,99.9,99,2.93,3.69,-0.76,1.5,16,15708
283,KERALA,96.26,94.8,97.9,217972,42145,157893,139006,65,43,1000,996,971,985,970,976,9.46,0.31,3.57,19.3,72.4,97.6,97.1,99.6,98.5,3.14,3.98,-0.84,3.1,15,14031
293,KERALA,96.93,96.26,97.7,115179,19590,85882,69965,26,19,904,901,884,899,859,881,13.74,0.68,3.01,17,74.6,97.5,97.8,99.7,99.4,2.32,3.67,-1.35,1.44,40,10065
288,KERALA,93.77,91.95,95.83,296084,74230,194326,183488,96,59,1227,1227,1209,1217,1208,1222,12.46,0.41,2.92,25.1,65.6,99.6,98.5,100,99.2,2.52,3.3,-0.78,3.88,9,18010
294,KERALA,92.66,90.89,94.6,355849,108427,222515,220757,76,52,1438,1437,1410,1420,1408,1392,11.3,0.81,2.68,30.5,62.5,96.8,98.1,99.9,98.7,2.32,3.04,-0.72,3.71,12,23511
552,TAMIL NADU,83.82,78.39,89.18,484702,198252,285370,288322,172,55,2484,2481,2466,2467,2441,2439,22.04,1.27,1.13,40.9,58.9,98.2,99.3,99.9,99.3,0.97,1.29,-0.32,10.79,26,29108
531,TAMIL NADU,90.33,87.16,93.47,529169,157877,370813,324985,209,121,1472,1469,1471,1406,1376,1467,16.78,0.22,1.03,29.8,70.1,99.7,99.9,99.8,95.5,0.86,1.19,-0.33,6.31,30,31452
537,TAMIL NADU,85.29,80.17,90.34,503108,208711,294397,303755,279,136,2495,2486,2477,2471,2457,2463,23.71,1.03,1.05,41.5,58.5,98.7,99.3,99.6,99,0.9,1.19,-0.29,10.17,14,27965
559,TAMIL NADU,79.65,72.43,86.96,476439,237911,238528,311431,291,226,3276,3276,3222,3210,3190,3185,21.85,1.85,1.49,49.9,50.1,97.2,98.4,100,98,1.26,1.7,-0.45,14.53,20,28934
534,TAMIL NADU,64.71,60.03,69.16,205612,134583,71029,122997,140,34,1602,1601,1572,1586,1576,1551,16.29,4.18,1.46,65.5,34.5,96.8,98.1,99.9,99,1.22,1.68,-0.46,9.13,10,13631
558,TAMIL NADU,74.72,65.71,83.73,316662,206808,109854,198709,473,118,2482,2482,2479,2456,2436,2442,22.94,3.69,1.72,65.3,34.7,98.4,99.9,100,99,1.38,2.05,-0.67,18.02,20,18804
560,TAMIL NADU,72.08,63.51,80.58,438249,256552,181490,296843,493,145,2930,2930,2908,2900,2874,2927,29.37,2.16,1.73,58.5,41.4,99.9,99.2,100,99,1.54,1.92,-0.38,17.07,26,24747
547,TAMIL NADU,73.23,65.43,80.7,438393,236690,200631,250648,386,117,2399,2399,2388,2358,2330,2351,16.67,3.43,1.4,54,45.8,98,99.5,100,98.3,1.24,1.55,-0.31,15.27,28,25908
543,TAMIL NADU,74.92,66.68,83.09,195482,106285,88531,109469,120,36,1354,1354,1345,1337,1324,1344,20,3.31,2.46,54.4,45.3,99.3,99.3,100,98.7,2.12,2.78,-0.66,16.41,13,15221
536,TAMIL NADU,72.96,65.07,80.81,319136,176576,141773,140648,211,41,2401,2401,2392,2380,2356,2399,16.41,0.97,1.42,55.3,44.4,99.9,99.6,100,99.1,1.08,1.74,-0.66,15.74,24,22887
550,TAMIL NADU,85.65,79.44,92.15,85580,37471,48109,48278,48,30,720,720,688,715,703,683,32.08,4.46,1.65,43.8,56.2,94.9,95.6,100,99.3,1.49,1.81,-0.32,12.71,12,6421
532,TAMIL NADU,84.31,79.16,89.49,616420,264186,349382,227018,228,95,3113,3113,3078,3081,3053,3090,15.5,0.82,1.18,42.9,56.7,99.3,98.9,100,99,0.99,1.37,-0.39,10.33,28,38264
535,TAMIL NADU,76.85,68.82,84.91,290907,134269,156581,156753,289,101,1929,1926,1901,1893,1890,1876,20.95,0.37,1.86,46.2,53.8,97.3,98.5,99.8,98.1,1.58,2.12,-0.55,16.09,3,16219
539,TAMIL NADU,75.86,67.05,84.86,123641,70896,52570,74447,98,16,1044,1044,1041,1035,1026,1035,20.8,0.05,2.51,57.3,42.5,99.1,99.7,100,99.1,2.02,2.97,-0.94,17.81,9,9026
555,TAMIL NADU,83.56,77.24,90,346510,152988,193391,195714,299,95,2077,2077,2059,2042,2026,2047,17.14,0.67,1.53,44.2,55.8,98.6,99.1,100,98.3,1.27,1.78,-0.51,12.76,16,21540
544,TAMIL NADU,74.68,66.11,83.39,189017,107373,81644,42178,216,57,1296,1296,1289,1290,1276,1270,31.01,0.46,1.98,56.8,43.2,98,99.5,100,99.5,1.75,2.19,-0.44,17.28,14,11358
533,TAMIL NADU,79.04,71.2,86.84,358340,170281,188059,203463,259,68,2158,2158,2148,2136,2115,2120,29.32,0.6,1.31,47.5,52.5,98.2,99.5,100,99,1.09,1.51,-0.42,15.64,21,20107
542,TAMIL NADU,84.09,78,90.38,219304,103985,115319,118429,174,67,1485,1485,1461,1476,1464,1458,31.54,0.23,2.06,47.4,52.6,98.2,98.4,100,99.4,1.72,2.39,-0.67,12.38,12,12278
553,TAMIL NADU,83.26,77.02,89.65,166949,91622,75164,86626,92,55,1260,1259,1247,1248,1242,1255,34.09,0.24,2.15,54.9,45,99.6,99,99.9,99,1.79,2.5,-0.71,12.63,6,9770
549,TAMIL NADU,82.72,76.61,89.06,322499,138031,183929,172117,277,141,2023,2023,2000,2002,1990,1998,18.91,0.15,1.26,42.8,57,98.8,98.9,100,99,1.06,1.45,-0.39,12.45,12,18502
545,TAMIL NADU,77.76,69.51,86.19,218497,140477,77799,129977,215,50,1923,1923,1912,1907,1895,1923,17.6,0.08,1.84,64.3,35.6,100,99.4,100,99.2,1.57,2.11,-0.54,16.68,12,14002
548,TAMIL NADU,80.46,72.33,88.61,171605,73328,94679,98702,109,52,1591,1591,1581,1578,1562,1575,17.01,0.06,2,42.7,55.2,99,99.4,100,99.2,1.85,2.14,-0.29,16.28,16,11405
541,TAMIL NADU,81.66,76.74,86.55,419628,147174,271617,225600,266,107,2124,2124,2092,2085,2071,2088,13.46,0.37,1.46,35.1,64.7,98.3,98.5,100,98.2,1.36,1.56,-0.21,9.81,14,24541
551,TAMIL NADU,77.62,69.72,85.48,171988,56701,114791,86856,135,31,911,911,894,905,898,863,20.72,0.15,1.66,33,66.7,94.7,98.1,100,99.3,1.46,1.85,-0.4,15.76,7,10396
561,TAMIL NADU,80.75,73.14,88.46,265207,97454,167753,143264,352,101,1703,1701,1683,1676,1638,1677,20.59,0.12,1.37,36.7,63.3,98.5,98.8,99.9,98.4,1.12,1.6,-0.48,15.32,38,14465
546,TAMIL NADU,81.48,74.93,87.89,186234,80641,105413,101663,177,55,1514,1512,1483,1500,1498,1464,18.4,0.08,1.48,43.3,56.6,96.7,98,99.9,99.1,1.38,1.59,-0.21,12.96,2,10764
554,TAMIL NADU,86.52,81.77,91.42,241125,52329,188310,131933,217,107,1811,1811,1732,1780,1767,1766,19.88,0.28,2.34,21.7,78.1,97.5,95.6,100,98.3,2.1,2.57,-0.46,9.65,13,13678
556,TAMIL NADU,82.92,76.38,89.66,445259,91340,352728,231229,446,155,2753,2753,2572,2681,2582,2724,18.51,0.33,1.57,20.5,79.2,98.9,93.4,100,97.4,1.37,1.76,-0.4,13.28,99,24374
538,TAMIL NADU,92.14,90.45,93.86,224559,58695,163080,130314,108,46,1212,1212,1202,1205,1188,1192,3.97,0.39,1.43,26.1,72.6,98.3,99.2,100,99.4,1.15,1.71,-0.56,3.41,17,16327
470,PUDUCHERRY,80.26,77.07,83.63,6703,3514,3189,4478,0,0,32,32,32,31,31,32,15.15,0,2.82,52.4,47.6,100,100,100,96.9,2.46,3.16,-0.7,6.56,0,500
468,PUDUCHERRY,98.35,97.61,99.24,7311,2902,4409,3235,6,1,32,32,32,32,32,32,0.34,0,0.74,39.7,60.3,100,100,100,100,0.75,0.72,0.03,1.63,0,497
467,PUDUCHERRY,87.83,82.61,93.36,27270,9559,17711,15859,3,1,164,164,164,162,158,163,17.65,0,0.71,35.1,64.9,99.4,100,100,98.8,0.6,0.81,-0.22,10.75,4,2037
1,ANDAMAN & NICOBAR ISLANDS,77.5,70.7,82.65,4416,4416,0,3095,2,0,57,57,45,57,57,49,0,64.28,1.2,100,0,86,78.9,100,100,0.55,1.84,-1.29,11.95,0,540
562,TELANGANA,61.55,51.99,71.22,393493,243711,144115,228154,453,76,4680,4024,3985,4594,4543,4115,17.82,18.09,0.96,61.9,36.6,87.9,85.1,86,98.2,0.83,1.09,-0.26,19.23,51,20109
581,TELANGANA,62.25,52.33,72.66,343703,173354,165563,202468,361,94,2991,2759,2662,2950,2910,2808,14.54,7.56,1.36,50.4,48.2,93.9,89,92.2,98.6,1.22,1.5,-0.28,20.33,40,17581
570,TELANGANA,64.87,55.18,74.72,416619,187206,227442,238870,518,222,4270,4209,3973,4228,4179,4098,18.8,2.83,1.22,44.9,54.6,96,93,98.6,99,1.07,1.36,-0.29,19.54,49,22328
576,TELANGANA,62.53,52.49,72.5,421826,260361,157165,270385,551,109,3650,3153,3227,3608,3552,3472,17.74,5.57,1.2,61.7,37.3,95.1,88.4,86.4,98.8,1.11,1.28,-0.17,20.01,56,19770
564,TELANGANA,80.96,78.42,83.35,711856,116012,566346,337982,1087,317,3468,3410,3241,3416,3330,3388,6.29,1.24,0.8,16.3,79.6,97.7,93.5,98.3,98.5,0.78,0.82,-0.03,4.93,86,25803
584,TELANGANA,78.05,71.82,84,941676,258114,671143,453728,1463,385,4759,4514,4235,4726,4677,4396,12.31,4.13,0.29,27.4,71.3,92.4,89,94.9,99.3,0.27,0.31,-0.04,12.18,49,31383
574,TELANGANA,56.06,45.65,66.27,584620,374623,204641,397377,1175,181,4904,4499,4247,4859,4762,4533,17.49,8.99,1.22,64.1,35,92.4,86.6,91.7,99.1,1.13,1.31,-0.18,20.62,97,25208
579,TELANGANA,65.05,55.05,74.94,429753,226184,198951,271721,414,104,4237,3958,3619,4220,4136,4073,18.27,11.3,1.8,52.6,46.3,96.1,85.4,93.4,99.6,1.71,1.88,-0.17,19.89,84,23611
571,TELANGANA,65.46,57.85,73.2,318877,185432,131252,202858,215,62,3479,3387,3205,3461,3382,3218,16.55,27.37,2.11,58.2,41.2,92.5,92.1,97.4,99.5,2,2.21,-0.21,15.35,79,18739
